seqid	len	gc	cov_pa61-scaffolds.fa.ERR138445.bowtie2.sorted.bam	cov_pa61-scaffolds.fa.ERR138446.bowtie2.sorted.bam	taxlevel_species	taxlevel_order	taxlevel_phylum	taxlevel_superkingdom
340081	11984	0.336698931909212	45.1798230974601	21.7978137516686	Not annotated	Not annotated	Not annotated	Not annotated
343733	1416	0.417372881355932	99.3453389830519	40.8721751412432	Not annotated	Not annotated	Not annotated	Not annotated
336810	36626	0.387649195640893	55.1477092775834	24.9888603724176	Caenorhabditis remanei	Rhabditida	Nematoda	Eukaryota
337469	851	0.380728554641598	30.1985898942422	11.9588719153936	Not annotated	Not annotated	Not annotated	Not annotated
342651	8687	0.366870035685507	79.081731322665	38.7818579486611	Caenorhabditis remanei	Rhabditida	Nematoda	Eukaryota
334549	3625	0.422896551724138	87.3955862068992	44.9244137931041	Not annotated	Not annotated	Not annotated	Not annotated
40253	983	0.360122075279756	54.5127161749749	22.4221770091557	Not annotated	Not annotated	Not annotated	Not annotated
344619	14824	0.375658516817506	77.766999460338	38.9013086886144	Not annotated	Not annotated	Not annotated	Not annotated
337321	10045	0.453558984569438	209.507814833224	122.100846192127	Not annotated	Not annotated	Not annotated	Not annotated
338288	4043	0.387760158572844	74.3799159040291	28.0692555033394	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
348133	6659	0.358612404264905	68.2728637933598	32.0911548280533	Not annotated	Not annotated	Not annotated	Not annotated
339758	2873	0.558649495301079	104.616776888274	48.4782457361649	Not annotated	Not annotated	Not annotated	Not annotated
344722	37552	0.400857477631018	92.2273913506958	51.0979974435383	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
337116	3136	0.392219387755102	47.0905612244909	23.5870535714285	Not annotated	Not annotated	Not annotated	Not annotated
161162	215	0.381395348837209	97.2604651162789	65.7255813953489	Not annotated	Not annotated	Not annotated	Not annotated
345995	3377	0.401243707432632	91.2576251110409	47.172046194847	Not annotated	Not annotated	Not annotated	Not annotated
338728	2368	0.458614864864865	130.454814189192	69.3699324324316	Not annotated	Not annotated	Not annotated	Not annotated
